strongs_id,Original Word,Part of Speech,Transliteration,Pronunciation,Phonetic Spelling,KJV,NASB,Word Origin
H206,אָוֶן,Proper Name Location,Aven,AH-ven,(aw'-ven),"Aven See also H0204, H1007",Aven,[the same as
H207,אוֹנוֹ,Proper Name Location,Ownow,OH-no,(o-no'),Ono,Ono,[prolonged from
H208,אוֹנָם,Proper Name Masculine,Ownam,oh-NAHM,(o-nawm'),Onam,Onam,[a variation of
H209,אוֹנָן,Proper Name Masculine,Ownan,oh-NAHN,(o-nawn'),Onan,Onan,[a variation of
H210,אוּפָז,Proper Name Location,Uwphaz,oo-FAHZ,(oo-fawz'),Uphaz,Uphaz,[perhaps a corruption of
H211,אוֹפִיר,Proper Name Masculine,Owphiyr,oh-FEER,(o-feer'),Ophir,Ophir,[of uncertain derivation]
H212,אוֹפָן,Noun Masculine,owphan,oh-fan,(o-fawn'),wheel,"wheels, wheel, another",[from an unused root meaning to revolve]
H213,אוּץ,Verb,uwts,oots,(oots),"(make) haste(-n, -y), labor, be narrow","hasty, hasten, hurried, hurries, makes haste, narrow, pressed",[a primitive root]
H214,אוֹצָר,Noun Masculine,owtsar,oh-tsar,(o-tsaw'),"armory, cellar, garner, store(-house), treasure(-house) (-y)","treasures, treasuries, storehouses, treasury, storehouse, stores, treasure",[from
H215,אוֹר,Verb,owr,ohr,(ore),"X break of day, glorious, kindle, (be, en-, give, show) light (-en, -ened), set on fire, shine","shine, give light, light, brightened, enlighten, gives light, lit",[a primitive root]
H216,אוֹר,Noun Feminine,owr,ohr,(ore),"bright, clear, + day, light (-ning), morning, sun","light, lightning, lights, broad, dawn, daylight, early morning",[from
H217,אוּר,Noun Masculine,uwr,oor,(ore),"fire, light See also H0224","fire, light",[from
H218,אוּר,Proper Name Location,Uwr,oor,(oor),Ur,,[the same as
H219,אוֹרָה,Noun Feminine,owrah,o-raw',(o-raw'),"herb, light",,[feminine of
H220,אֲוֵרָה,Noun Feminine,averah,ah-veh-RAH,(av-ay-raw'),cote,,[by transposition for
H221,אוּרִי,Proper Name Masculine,Uwriy,oo-REE,(oo-ree'),Uri,Uri,[from
H222,אוּרִיאֵל,Proper Name Masculine,Uwriy'el,oo-ree-EL,(oo-ree-ale'),Uriel,Uriel,[from
H223,איּרִיָּה,Proper Name Masculine,Uwriyah,oo-ree-YAH,(oo-ree-yaw'),"Uriah, Urijah",,[from
H224,אוּרִים,Noun Masculine,Uwriym,oo-reem',(oo-reem'),Urim,Urim,[plur of
H225,אוּת,Verb,uwth,ooth,(ooth),consent,"consent, agreed",[a primitive root]
H226,אוֹת,Noun Feminine,owth,[ōth],(oth),"mark, miracle, (en-)sign, token","sign, signs, banners, omens, pledge, standards, witness",[probably from
H227,אָז,Adverb,az,ahz,(awz),"beginning, for, from, hitherto, now, of old, once, since, then, at which time, yet","then, time, if, now, once, so, yet",[a demonstrative adverb]
H228,אֲזָא,Verb,aza',ah-zah,(az-zaw'),"heat, hot","heat, heated, made hot",[a primary root]
H229,אֶזְבַּי,Proper Name Masculine,Ezbay,ez-bah'-ee,(ez-bah'ee),Ezbai,Ezbai,[probably from
H230,אֲזָד,Verb,azad,az-daw',(az-zawd'),be gone,firm,[(Aramaic) of uncertain derivation]
H231,אֵזוֹב,Noun Masculine,ezowb,ay-zobe',(ay-zobe'),hyssop,hyssop,[probably of foreign derivation]
H232,אֵזוֹר,Noun Masculine,ezowr,ay-zore,(ay-zore'),girdle,"waistband, belt, girdle, belts",[from
H233,אֲזַי,Adverb,azay,ah-zah'ee,(az-ah'ee),then,then,[probably from
H234,אַזְכָּרָה,Noun Feminine,azkarah,az-kaw-RAW,(az-kaw-raw'),memorial,"memorial portion, memorial offering",[from
H235,אָזַל,Verb,azal,ah-zahl,(aw-zal'),"fail, gad about, go to and fro (but in Ezek 27","gone, evaporates, go, goes his way",[a primitive root]
H236,אֲזַל,Verb,azal,aw-zal',(az-al'),go (up),"went, go, gone, went off",[(Aramaic) the same as
H237,אֶזֶל,Proper Name Location,ezel,AY-tzel,(eh'-zel),Ezel,Ezel,[from
H238,אָזַן,Verb,azan,ah-zan,(aw-zan'),"give (perceive by the) ear, hear(-ken) See H0239","give ear, listen, hear, give heed, listened, listening, pays attention","[a primitive root, probably to expand; but used only as a denominative from"
H239,אָזַן,Verb,azan,ah-zan,(aw-zan'),give good heed,pondered,[a primitive root (rather identical with
H240,אָזֵן,Noun Masculine,azen,aw-ZEN,(aw-zane'),weapon,tools,[from
H241,אֹזֶן,Noun Feminine,ozen,OH-zen,(o'-zen),"+ advertise, audience, + displease, ear, hearing, + show","ear, ears, hearing, attentive, closely",[from
H242,אֻזֵּן שֶׁאֱרָה,Proper Name Location,Uzzen She'erah,oo-ZEN sheh-AY-rah,(ooz-zane' sheh-er-aw'),Uzzen-sherah,Uzzen-sheerah,[from
H243,אַזְנוֹת תָּבוֹר,Proper Name Location,Aznowth Tabowr,az-NOTH tah-BOHR,(az-noth' taw-bore'),Aznoth-tabor,Aznoth-tabor,[from
H244,אָזְנִי,Proper Name Masculine,Ozniy,ohz-NEE,(oz-nee'),"Ozni, Oznites",,[from
H245,אֲזַנְיָה,Proper Name Masculine,Azanyah,ah-zan-YAH,(az-an-yaw'),Azaniah,Azaniah,[from
H246,אֲזִקִּים,Noun Masculine,aziqqiym,ay'-zek,(az-ik-keem'),chains,chains,[a variation for
H247,אָזַר,Verb,azar,ah-ZAHR,(aw-zar'),"bind (compass) about, gird (up, with)","gird, girded, binds, bound, encircle, girds",[a primitive root]
H248,אֶזְרוֹעַ,Noun Feminine,ezrowa`,ez-RO-ah,(ez-ro'-a),arm,arm,[a variation for
H249,אֶזְרָח,Noun Masculine,ezrach,ez-rahkh,(ez-rawkh'),"bay tree, (home-)born (in the land), of the (one's own) country (nation)","native, native-born, tree in its native",[from
H250,אֶזְרָחִי,Adjective,Ezrachiy,ez-rah-khee,(ez-raw-khee'),Ezrahite,Ezrahite,[patronymic from
H251,אָח,Noun Masculine,ach,ahkh,(awkh),"another, brother(-ly); kindred, like, other","brother, brothers, relatives, kinsmen, brother's, brethren, another",[a primitive word]
H252,אַח,Noun Masculine,ach,ahkh,(akh),,brothers,[(Aramaic) corresponding to
H253,אָח,Interjection,ach,ahkh,(awkh),"ah, alas","Ah, alas",[a variation for
H254,אָח,Noun Feminine,ach,ahkh,(awkh),hearth,brazier,[of uncertain derivation]
H255,אֹחַ,Noun Masculine,oach,oh'-akh,(o'-akh),doleful creature,owls,[probably from
H256,אַחְאָב,"proper name, masculine",Ach'ab,ah-KHAHV,(akh-awb'),Ahab,"Ahab, Ahab's",[from
H257,אַחְבָן,Proper Name Masculine,Achban,ak-bawn',(akh-bawn'),Ahban,Ahban,[from
H258,אָחַד,Verb,achad,a-khad',(aw-khad'),go one way or other,,[perhaps a primitive root]
H259,אֶחָד,Adjective,echad,eh-khad',(ekh-awd'),"a, alike, alone, altogether, and, any(-thing), apiece, a certain, (dai-)ly, each (one), + eleven, every, few, first, + highway, a man, once, one, only, other, some, together,","one, each, first, other, same, another, any",[a numeral from
H260,אָחוּ,Noun Masculine,achuw,ah-khoo,(aw'-khoo),"flag, meadow","marsh grass, reeds, rushes",[of uncertain (perhaps Egyptian) derivation]
H261,אֵחוּד,Proper Name Masculine,Echuwd,eh-KHOOD,(ay-khood'),Ehud,Ehud,[from
H262,אַחְוָה,Noun Feminine,achvah,akh-vah,(akh-vaw'),declaration,declaration,[from
H263,אַחֲוָה,Noun Feminine,achavah,a-kha-VAH or a-kha-va-YAH,(akh-av-aw'),showing,explanation,[(Aramaic) corresponding to
H264,אַחֲוָה,Noun Masculine,achavah,a-khah-vah,(akh-av-aw'),brotherhood,brotherhood,[from
H265,אֲחוֹחַ,Proper Name Masculine,Achowach,a-kho'-akh,(akh-o'-akh),Ahoah,Ahoah,[by reduplication from
H266,אֲחוֹחִי,Adjective,Achowchiy,a-kho-khee,(akh-o-khee'),Ahohite,Ahohite,[patronymic from
H267,אֲחוּמַי,Proper Name Masculine,Achuwmay,a-khoo-MAI,(akh-oo-mah'-ee),Ahumai,Ahumai,[perhaps from
H268,אָחוֹר,substantive,achowr,a-khor,(aw-khore'),"after(-ward), back (part, -side, -ward), hereafter, (be-)hind(-er part), time to come, without","back, backward, rear, afterward, away, backs, behind",[from
H269,אָחוֹת,Noun Feminine,achowth,ah-khoth',(aw-khoth'),"(an-)other, sister, together","sister, sisters, sister's, another, other, sister of your sisters",[irregular feminine of
H270,אָחַז,Verb,achaz,a-khaz',(aw-khaz'),"+ be affrighted, bar, (catch, lay, take) hold (back), come upon, fasten, handle, portion, (get, have or take) possess(-ion)","seized, take hold, held, caught, fastened, hold, seizes",[a primitive root]
H271,אָחָז,Proper Name Masculine,Achaz,ah-KHAHZ,(aw-khawz'),Ahaz,Ahaz,[from
H272,אֲחֻזָּה,Noun Feminine,achuzzah,a-khoo-zaw',(akh-ooz-zaw'),possession,"possession, property, site, possessions",[feminine passive participle from
H273,אַחְזַי,Proper Name Masculine,Achzay,ahk-ZAI,(akh-zah'ee),Ahasai,Ahzai,[from
H274,אֲחַזְיָה,Proper Name Masculine,Achazyah,ah-khaz-YAH,(akh-az-yaw'),Ahaziah,"Ahaziah, Ahaziah's to Ahaziah",[from
H275,אֲחֻזָּם,Proper Name Masculine,Achuzzam,a-khuz-zawm',(akh-ooz-zawm'),Ahuzam,Ahuzzam,[from
H276,אֲחֻזַּת,Proper Name Masculine,Achuzzath,a-khoo-zath',(akh-ooz-zath'),Ahuzzath,Ahuzzath,[a variation of
H277,אֲחִי,Proper Name Masculine,Achiy,ah-KHEE,(akh-ee'),Ahi,Ahi,[from
H278,אֵחִי,Proper Name Masculine,Echiy,eh-khee,(ay-khee'),Ehi,Ehi,[probably the same as
H279,אֲחִיאָם,Proper Name Masculine,Achiyam,a-khee-am',(akh-ee-awm'),Ahiam,Ahiam,[from
H280,אֲחִידָה,Noun Feminine,achiydah,a-khee-dah',(akh-ee-daw'),,enigmas,[(Aramaic) corresponding to
H281,אֲחִיָּה,Proper Name Masculine,Achiyah,ah-khee-YAH,(akh-ee-yaw),"Ahiah, Ahijah","Ahijah, Ahiah",[from
H282,אֲחִיהוּד,Proper Name Masculine,Achiyhuwd,a-khee-HOOD,(akh-ee-hood'),Ahihud,Ahihud,[from
H283,אַחְיוֹ,Proper Name Masculine,Achyow,akh-YO,(akh-yo'),Ahio,Ahio,[prolonged from
H284,אֲחִיחֻד,Proper Name Masculine,Achiychud,a-khee-khood',(akh-ee-khood'),Ahihud,Ahihud,[from
H285,אֲחִיטוּב,Proper Name Masculine,Achiytuwb,a-khee-toob',(akh-ee-toob'),Ahitub,Ahitub,[from
H286,אֲחִילוּד,Proper Name Masculine,Achiyluwd,a-khee-LOOD,(akh-ee-lood'),Ahilud,Ahilud,[from
H287,אֲחִימוֹת,Proper Name Masculine,Achiymowth,a-khee-moth,(akh-ee-moth'),Ahimoth,Ahimoth,[from
H288,אֲחִימֶלֶךְ,Proper Name Masculine,Achiymelek,a-khee-MEH-lek,(akh-ee-meh'-lek),Ahimelech,Ahimelech,[from
H289,אֲחִימַן,Proper Name Masculine,Achiyman,a-khee-man',(akh-ee-man'),Ahiman,Ahiman,[from
H290,אֲחִימַעַץ,Proper Name Location,Achiyma`ats,a-khee-mah'-ats,(akh-ee-mah'-ats),Ahimaaz,Ahimaaz,[from
H291,אַחְיָן,Proper Name Masculine,Achyan,akh-YAHN,(akh-yawn'),Ahian,Ahian,[from
H292,אֲחִינָדָב,Proper Name Masculine,Achiynadab,a-khee-naw-dawb',(akh-ee-naw-dawb'),Ahinadab,Ahinadab,[from
H293,אֲחִינֹעַם,Proper Name Feminine,Achiyno`am,a-khee-NO-am,(akh-ee-no'-am),Ahinoam,Ahinoam,[from
H294,אֲחִיסָמָךְ,Proper Name Masculine,Achiycamak,a-khee-saw-mak,(akh-ee-saw-mawk'),Ahisamach,Ahisamach,[from
H295,אֲחִיעֶזֶר,Proper Name Masculine,Achiy`ezer,ah-khee-EH-zer,(akh-ee-eh'-zer),Ahiezer,Ahiezer,[from
H296,אֲחִיקָם,Proper Name Masculine,Achiyqam,a-khee-KAHM,(akh-ee-kawm'),Ahikam,Ahikam,[from
H297,אֲחִירָם,Proper Name Masculine,Achiyram,a-khee-RAHM,(akh-ee-rawm'),Ahiram,Ahiram,[from
H298,אֲחִירָמִי,Adjective,Achiyramiy,a-khee-RAH-am,(akh-ee-raw-mee'),Ahiramites,Ahiramites,[patronymic from
H299,אֲחִירַע,Proper Name Masculine,Achiyra`,a-khee-RAH,(akh-ee-rah'),Ahira,Ahira,[from
H300,אֲחִישׁחַר,Proper Name Masculine,Achiyshachar,a-khee-sha-khar,(akh-ee-shakh'-ar),Ahishar,Ahishahar,[from
H301,אֲחִישָׁר,Proper Name Masculine,Achiyshar,ah-khee-shar,(akh-ee-shawr'),Ahishar,Ahishar,[from
H302,אֲחִיתֹפֶל,Proper Name Masculine,Achiythophel,a-khee-TOH-fel,(akh-ee-tho'-fel),Ahithophel,Ahithophel,[from
H303,אַחְלָב,Proper Name Location,Achlab,akh-lawb',(akh-lawb'),Ahlab,Ahlab,[from the same root as
H304,אַחְלַי,Proper Name Masculine,Achlay,akh-LAI,(akh-lah'ee),Ahlai,Ahlai,[the same as
H305,אַחֲלַי,Interjection,achalay,akh-al-lah'ee,(akh-al-ah'ee),"O that, would God","Oh, wish",[prob from
H306,אַחְלָמָה,Noun Feminine,achlamah,ahk-lah-MAH,(akh-law'-maw),amethyst,"amethyst, GOD",[perhaps from
H307,אַחְמְתָא,Proper Name Location,Achmtha',akh-meh-thah,(akh-me-thaw'),Achmetha,Ecbatana,[of Persian derivation]
H308,אֲחַסְבַּי,Proper Name Feminine,Achacbay,a-khas-bah'ee,(akh-as-bah'ee),Ahasbai,Ahasbai,[of uncertain derivation]
H309,אָחַר,Verb,achar,ah-khar',(aw-khar'),"continue, defer, delay, hinder, be late (slack), stay (there), tarry (longer)","delay, late, delayed, linger, stay up late, stayed, tarry",[a primitive root]
H310,אַחַר,Adverb; Preposition; Conjunction; substantive; Adjective,achar,ah-khar',(akh-ar'),"after (that, -ward), again, at, away from, back (from, -side), behind, beside, by, follow (after, -ing), forasmuch, from, hereafter, hinder end, + out (over) live, + persecute, posterity, pursuing, remnant, seeing, since, thence(-forth), when, with","after, behind, following, afterward, followed, follow, again",[from
H311,אַחַר,Adverb,achar,ah-khar',(akh-ar'),(here-)after,"future, after",[(Aramaic) corresponding to
H312,אַחֵר,Adjective,acher,a-khair,(akh-air'),"(an-)other man, following, next, strange","other, another, others, next, another woman, any, any other",[from
H313,אַחֵר,Proper Name Masculine,Acher,ah-KHAYR,(akh-air'),Aher,Aher,[the same as
H314,אַחֲרוֹן,Adjective,acharown,a-kha-ROHN,(akh-ar-one'),"after (-ward), to come, following, hind(-er, -ermost, -most), last, latter, rereward, ut(ter)most","last, come, western, latter, afterward, later, next",[from
H315,אַחְרַח,Proper Name Masculine,Achrach,a-kha-RAKH,(akh-rakh'),Aharah,Aharah,[from
H316,אֲחַרְחֵל,Proper Name Masculine,Acharchel,a-khar-KHEL,(akh-ar-kale'),"Aharhel,",Aharhel,[from
H317,אָחֲרִי,Adjective,ochoriy,a-kho-REE,(okh-or-ee'),(an-)other,,[(Aramaic) from
H318,אָחֲרֵין,Adverb,ochoreyn,o-kho-reyn',(okh-or-ane'),at last,,[from
H319,אַחֲרִית,Noun Feminine,achariyth,a-kha-REET,(akh-ar-eeth'),"(last, latter) end (time), hinder (utter) -most, length, posterity, remnant, residue, reward","end, last, future, latter, outcome, posterity, come",[from
H320,אַחֲרִית,Noun Feminine,achariyth,a-kha-REET,(akh-ar-eeth'),latter,latter,[(Aramaic) from
H321,אָחֲרָן,Adjective,ochoran,o-kho-RAHN,(okh-or-awn'),(an-)other,"another, other, one else, someone else",[(Aramaic) from
H322,אֲחֹרַנִּית,Adverb,achoranniyth,a-kho-ran-neeth,(akh-o-ran-neeth'),"back (-ward, again)","backward, back, back again, turned away",[prolonged from
H323,אֲחַשְׁדַּרְפַן,Noun Masculine,achashdarpan,a-khash-dar-pan,(akh-ash-dar-pan'),lieutenant,satraps,[of Persian derivation]
H324,אֲחַשְׁדַּרְפַּן,Noun Masculine,achashdarpan,a-khash-dar-pe-neen,(akh-ash-dar-pan'),,satraps,[(Aramaic) corresponding to
H325,אֲחַשְׁוֵרוֹשׁ,Proper Name Masculine,Achashverowsh,a-khash-veh-rosh,(akh-ash-vay-rosh'),Ahasuerus,Ahasuerus,[of Persian origin]
H326,אֲחַשְׁתָּרִי,Proper Name Masculine,achashtariy,a-khash-taw-REE,(akh-ash-taw-ree'),Haakashtari (includ the article),Haahashtari,[probably of Persian derivation]
H327,אֲחַשְׁתָּרָן,Adjective,achashtaran,a-khash-te-RAHN,(akh-ash-taw-rawn'),camel,royal,[of Persian origin]
H328,אַט,Adverb,at,aht,(at),"charmer, gently, secret, softly","gently, despondently, leisure",[from an unused root perhaps meaning to move softly]
H329,אָטָד,Noun Masculine,atad,ah-tahd,(aw-tawd'),"Atad, bramble, thorn","bramble, Atad, thorns",[from an unused root probably meaning to pierce or make fast]
H330,אֵטוּן,Noun Masculine,etuwn,ay-TOON,(ay-toon'),fine linen,,[from an unused root (probably meaning to bind)]
H331,אָטַם,Verb,atam,ah-tahm,(aw-tam'),"narrow, shut, stop","latticed, stops, closes, shuts, shuttered",[a primitive root]
H332,אָטַר,Verb,atar,ah-TAR,(aw-tar'),shut,shut,[a primitive root]
H333,אָטֵר,Proper Name Masculine,Ater,ah-TAIR,(aw-tare'),Ater,Ater,[from
H334,אִטֵּר,Adjective,itter,it-tehr,(it-tare'),+ left-handed,,[from
H335,אַי,interrogative adverb,ay,ah-ee,(ah'ee),"how, what, whence, where, whether, which (way)","where, whether, why",[perhaps from
H336,אי,Adverb,iy,ee,(ee),island (Job 22,,[probably identical with
H337,אִי,Interjection,iy,ee,(ee),woe,woe,[short from
H338,אִי,Noun Masculine,iy,yesh,(ee),wild beast of the islands,"Hyenas, jackals, wolves",[probably identical with
H339,אִי,Noun Masculine,iy,ee,(ee),"country, isle, island","coastlands, islands, coastland",[from
H340,אָיַב,Verb,ayab,ah-yav',(aw-yab'),be an enemy,"enemies, enemy, enemies', foes, enemy to your enemies, enemy's",[a primitive root]
H341,אֹיֵב,Noun,oyeb,oh-YEB,(o-yabe'),"enemy, foe",,[active participle of
H342,אֵיבָה,Noun Feminine,eybah,ay-VAH,(ay-baw'),"emnity, hatred",enmity,[from
H343,אֵיד,Noun Masculine,eyd,[ayd],(ade),"calamity, destruction","calamity, disaster, destruction",[from the same as
H344,אַיָּה,Noun Feminine,ayah,ah-yah,(ah-yaw'),"kite, vulture","falcon, falcon's",[perhaps from
H345,אַיָּה,Proper Name Masculine,Ayah,ah-YAH,(ah-yaw'),"Aiah, Ajah",Aiah,[the same as
H346,אַיֵּה,interrogative adverb,ayeh,ah-YEH,(ah-yay'),where,where,[prolonged from
H347,אִיּוֹב,Proper Name Masculine,Iyowb,ee-yobe',(ee-yobe'),Job,"Job, Job's",[from
H348,אִיזֶבֶל,Proper Name Feminine,Iyzebel,ee-zeh-bel,(ee-zeh'-bel),Jezebel,"Jezebel, Jezebel's",[from
H349,אֵיךְ,adverb interrogative; exclamation; adverb interrogative,eyk,ekh,(ake),"how, what","how, what",[prolonged from
H350,אִי־כָבוֹד,Proper Name Masculine,Iy-kabowd,ee-kah-BOHD,(ee-kaw-bode'),I-chabod,"Ichabod, Ichabod's",[from
H351,אֵיכֹה,Pronoun,eykoh,ay-KOH,(ay-ko),where,,[probably a variation for
H352,אַיִל,Noun Masculine,ayil,ah'-yil,(ah'-yil),"mighty (man), lintel, oak, post, ram, tree",,[from the same as
H353,אֱיָל,Noun Masculine,eyal,ay-ahl,(eh-yawl'),strength,strength,[a variation of
H354,אַיָּל,Noun Masculine,ayal,ah-YAHL,(ah-yawl'),hart,"deer, stag",[an intensive form of
H355,אַיָּלָה,Noun Feminine,ayalah,ah-yah-LAH,(ah-yaw-law'),hind,"hinds', deer, doe, hinds, hind",[feminine of
H356,אֵילוֹן,Proper Name,Eylown,ay-LONE,(ay-lone'),Elon,Elon,[from
H357,אַיָּלוֹן,Proper Name Location,Ayalown,ah-yah-LOHN,(ah-yaw-lone'),"Aijalon, Ajalon",Aijalon,[from
H358,אֵילוֹן בֵּית חָנָן,Proper Name Location,Eylown Beyth Chanan,ay-LONE bayth kha-NAHN,(ay-lone' bayth-chaw-nawn'),Elon-beth-hanan,Elonbeth-hanan,[from
H359,אֵילוֹת,Proper Name Location,Eylowth,ay-LOHT,(ay-loth'),"Elath, Eloth","Eloth, Elath",[from
H360,אֱיָלוּת,Noun Feminine,eyaluwth,ay-yah-looth,(eh-yaw-looth'),strength,help,[feminine of
H361,אֵילָם,Noun Masculine,eylam,ay-lahm,(ay-lawm'),arch,"porches, porch",[probably from
H362,אֵילִם,Proper Name Location,Eylim,AY-leem,(ay-leem'),Elim,Elim,[plural of
H363,אִילָן,Noun Masculine,iylan,ee-lawn',(ee-lawn'),tree,tree,[(Aramaic) corresponding to
H364,אֵיל פָּארָן,Proper Name Location,Eyl Pa'ran,āl pah-RAHN,(ale paw-rawn'),El-paran,El-paran,[from
H365,אַיֶּלֶת,Noun Feminine,ayeleth,ah-yeh'-leth,(ah-yeh'-leth),"hind, Aijeleth",,[the same as
H366,אָיֹם,Adjective,ayom,ah-yome,(aw-yome'),terrible,"awesome, dreaded",[from an unused root (meaning to frighten)]
H367,אֵימָה,Noun Feminine,eymah,ay-maw',(ay-maw'),"dread, fear, horror, idol, terrible, terror","terror, terrors, dread, fear, fearsome, terrible, terrified",[from the same as
H368,אֵימִים,Proper Name Masculine,Eymiym,ay-meem,(ay-meem'),Emims,,[plural of
H369,אַיִן,substantive; particle of negation,ayin,ah'-yin,(ah'-yin),"else, except, fail, (father-)less, be gone, in(-curable), neither, never, no (where), none, nor, (any, thing), not, nothing, to nought, past, un(-searchable), well-nigh, without","there is no, no one, without, no, there was no, there is no one, have no",[as if from a primitive root meaning to be nothing or not exist]
H370,אַיִן,adverb,aiyn,ah'-yin,(ah-yin'),"whence, where",where,[probably identical with
H371,אִין,interrogative,iyn,ay-faw',(een),not,,[apparently a shortened form of
H372,אִיעֶזֵר,Proper Name Masculine,Iy`ezer,yah-AY-zer,(ee-eh'-zer),Jeezer,Iezer,[from
H373,אִיעֶזְרִי,Adjective,Iy`ezriy,yehz-REE,(ee-ez-ree'),Jezerite,Iezerites,[patronymic from
H374,אֵיפָה,Noun Feminine,eyphah,ay-fah,(ay-faw'),"ephah, (divers) measure(-s)","ephah, differing measures, measure, bushel",[of Egyptian derivation]
H375,אֵיפֹה,adverb,eyphoh,ay-foh',(ay-fo'),"what manner, where","where, what kind",[from
H376,אִישׁ,Noun Masculine,iysh,eesh,(eesh),"also, another, any (man), a certain, + champion, consent, each, every (one), fellow, (foot-, husband-)man, (good-, great, mighty) man, he, high (degree), him (that is), husband, man(-kind), + none, one, people, person, + steward, what (man) soever, whoso(-ever), worthy","man, men, each, one, husband, every man, each man",[contracted for
